target,regressor,total_pnl,mse,score
8,22,-237.3502695532576,0.00021128480257628885,-2.2180161304916695
8,23,-106.13409433862228,0.00020391334955822003,-1.7779297647759533
8,24,-37.059701091474444,0.00021011578308064948,-1.545712976131345
8,25,-340.2548063490019,0.00021178056646933225,-2.562193295367008
8,26,-241.4925060565689,0.00021070249308664262,-2.2318865828612906
8,27,-343.835129288144,0.00021328185046711514,-2.574153006198534
8,28,-468.0271220562573,0.0002125061661516089,-2.9883726138852986
8,29,243.8791632857247,0.00021031903533160365,-0.5973359343828674
8,30,-588.2081867934993,0.00021906292333584041,-3.3880413944466685
8,31,-61.81680779788521,0.00021176101777656912,-1.6289857822645517
8,32,-537.6391339685919,0.0002157516233306274,-3.220012335334811
8,33,-549.5016534341306,0.00021551260624475097,-3.259447135247723
8,34,-491.2714084570073,0.00021540990544752147,-3.065763018002647
8,35,-294.399660396768,0.00021569954815789442,-2.4089287620140585
8,36,-262.8254275833133,0.0002136945058824279,-2.3032992259414726
8,37,-611.2619957077663,0.00021635683529643026,-3.4645755104826907
8,38,-336.0346628461772,0.0002168497069316961,-2.548095020360471
8,39,-578.2032795205779,0.00021553001405500856,-3.35481375235218
8,40,-586.3369188961098,0.0002161111798492361,-3.381827274562611
8,41,-299.245163347141,0.00021301467847906474,-2.4251320769850024
8,42,124.91896315906084,0.00020912830705969844,-0.9996824106906778
8,43,-276.3851311906192,0.0002173606711344259,-2.348672016155318
8,44,84.55684190984326,0.0002128589015628563,-1.1359383368086258
8,45,-311.8469050694639,0.00021478209364007047,-2.4672634558521525
8,46,-163.67773658232238,0.0002123958235044269,-1.971093468802846
8,47,114.86384506564062,0.0002126267438230663,-1.0336389808149107
8,48,-629.352048715751,0.00021787078065743862,-3.5246009283802264
8,49,-380.4570340754193,0.00021648934993435435,-2.6964263094796164
9,0,-362.6887208330551,0.00018559376192283972,-2.5127693894998986
9,1,-143.12525023500555,0.00018887386647784788,-1.7779604649205234
9,2,-306.57947660427476,0.000190408737092289,-2.325388246013879
9,3,-310.85205298191744,0.00018947125799989432,-2.3396664840861736
9,4,-537.4829159370901,0.00019001705249886185,-3.094745132243673
9,5,-81.35424377934402,0.00018735296319088502,-1.5704781486278676
9,6,-548.1502640998858,0.0001894594013214123,-3.1301751515628564
9,7,-230.45155188062537,0.00018815399883277461,-2.0707153586454723
9,8,-149.36660330281316,0.0001863783789083464,-1.7989060943434594
9,10,-438.99336074806956,0.0001871473345299247,-2.7671540492962787
9,11,-534.6740437390056,0.00019247450547973052,-3.0854142107468148
9,12,-127.51614966838679,0.00018520768858759748,-1.7255624040476696
9,13,-442.7466364748392,0.00018758151512168219,-2.779653601617471
9,14,-209.57911745560781,0.00018717356748045063,-2.000802279873657
9,15,-456.8907449690611,0.00018918482092253737,-2.826746713155209
9,16,-373.8974503001558,0.00018888632401311715,-2.5501689356937343
9,17,-120.6915151692398,0.00018105272858507288,-1.7026462017598734
9,18,-337.6778400487377,0.00018690939108814982,-2.4292774923301517
9,19,-535.1037361573157,0.00019240709982018585,-3.0868416707466624
9,20,-199.38698181530182,0.00019014943361397537,-1.966649558725813
9,21,-233.77389474814757,0.00018921970182306791,-2.0818401932202804
9,22,-204.57574000139695,0.00018700122929984943,-1.984037641243956
9,23,-399.27685949878867,0.00018852846846357038,-2.6348104994401607
9,24,-398.46142374181,0.00018702461914901493,-2.632091855734042
9,25,-25.924131279392313,0.00018406311167609932,-1.3840122208393926
9,26,-158.93877886394537,0.00018636647734594086,-1.8310232088148553
9,27,-357.84820685628665,0.00018607386469055677,-2.4966149283843846
9,28,-274.8416294162566,0.00018625357688972508,-2.2192759528482866
9,29,-203.58669653405914,0.00018488632708361146,-1.980723431289832
9,30,-458.04905350215984,0.00019196804697432324,-2.8306025499567316
9,31,-416.2670894420861,0.00018909788503305392,-2.691442315502867
9,32,-486.3899789923971,0.00018547552863171652,-2.924908629477394
9,33,-427.1088654089532,0.00018809429879193217,-2.727566926153179
9,34,-444.46910809082374,0.00019197935920749342,-2.7853895443976353
9,35,-539.0724446191633,0.0001906995360964865,-3.100025152556267
9,36,-346.4901813781562,0.00018780511758803486,-2.4587012711996223
9,37,-292.63436385933704,0.00018874013536833437,-2.2787749546099194
9,38,-169.65316713887827,0.00018922960234604992,-1.8669633102497176
9,39,-414.37419029166466,0.00018935770375448548,-2.6851341545587695
9,40,-48.27731923384309,0.00018389289654699897,-1.4592400646024608
9,41,-397.51765254865813,0.00018855275433590774,-2.6289452722021984
9,42,-376.30995379981306,0.00018480159722132058,-2.558217169503582
9,43,-413.7718649340564,0.00018774158501097868,-2.6831268159158466
9,44,-381.85045897770544,0.00018917904567889715,-2.576698653383332
9,45,-236.2622032924135,0.00018764443684096455,-2.0901716437388758
9,46,-127.80124856850759,0.00018889387497358407,-1.726519639754475
9,47,-443.503524376502,0.00018876182594183033,-2.7821741196641265
9,48,-490.3462293295049,0.00018850416605205054,-2.9380676779769233
9,49,-324.39148897832183,0.00018872892901538614,-2.384902530018826
10,0,-46.61067991475982,0.00016409749844540055,-1.4056072123501728
10,1,165.88383612784762,0.00016388807512489217,-0.6885354954991525
10,2,-40.83556687392934,0.0001639574079911804,-1.3861728308795156
10,3,47.08055175560229,0.00016327194874649932,-1.089946075081654
10,4,-107.34635464485997,0.0001657637121488128,-1.6098124538627885
10,5,-201.90381347053207,0.0001649253804961276,-1.9270714298357814
10,6,18.154936211595377,0.00016480847470569704,-1.1874858507743682
10,7,-144.38511107873094,0.00016518882620713632,-1.7341807973117942
10,8,-107.97211468328054,0.00016503175174317213,-1.6119146509978979
10,9,-142.36062831905676,0.00016721194945073164,-1.7273862044676476
10,11,320.94974692023084,0.00016132816005598908,-0.16266493567814044
10,12,-189.34494713586096,0.00016832095055908377,-1.884980351120202
10,13,244.21994549504765,0.00016518377740134497,-0.42315192750676456
10,14,-105.55624075032962,0.00016395570214383277,-1.6037984964007233
10,15,-215.23091798915553,0.00016753041625076694,-1.9717217130666649
10,16,82.98294483505974,0.00016395772428424426,-0.9687746636910941
10,17,301.6094206952867,0.00016351702108396217,-0.2283737152862655
10,18,61.77592196521224,0.00016460185349815996,-1.040362969347294
10,19,193.59930734695743,0.00016298940663770926,-0.5947063225327263
10,20,336.0174054388774,0.00016404240317727568,-0.11144862471737316
10,21,168.84307414910356,0.00016163281716620215,-0.6785205000132029
10,22,-75.47940006653032,0.00016583619885837585,-1.5027109802188894
10,23,108.34500030395184,0.0001666560090559588,-0.8831067323763886
10,24,-7.159089472885708,0.00016479713525084316,-1.2727849682871595
10,25,-35.4683362493664,0.00016298228177451027,-1.3681083554193418
10,26,-144.75159955988963,0.00016770912713807854,-1.7354107707816904
10,27,32.59403980275558,0.00016099788703156725,-1.1388053535649927
10,28,235.4823028283486,0.0001635284383037626,-0.45278072050543794
10,29,86.207380262216,0.00016316137312020492,-0.9578864046959582
10,30,-55.09878049615124,0.0001661444185192069,-1.4341658651142501
10,31,191.66445584956446,0.00016739921037233713,-0.6012589283397832
10,32,-155.72015321722128,0.0001671806090391984,-1.772216776307737
10,33,18.889049242542157,0.0001667580073409576,-1.1850112912671478
10,34,-1.8290799555308839,0.00016704429252690695,-1.2548295736693922
10,35,74.35378026360173,0.00016367463912127692,-0.9979089525992839
10,36,70.2277566315196,0.00016313395707632624,-1.0118370901340366
10,37,-146.47801148819727,0.00016498290690280403,-1.7412046260246954
10,38,81.70607583052161,0.00016758123147161516,-0.9730861287015746
10,39,111.3423111465212,0.00016150114137933327,-0.8729785623477743
10,40,9.928920090982999,0.00016531614529444446,-1.2152109019688586
10,41,-77.4235907407108,0.00016436216927853808,-1.5092478222531098
10,42,-117.85351681019172,0.00016065400269089797,-1.6451058525668403
10,43,-90.35113536134322,0.0001653122560061406,-1.5527047059330614
10,44,159.3519982393536,0.000165992608165891,-0.7106384734108666
10,45,286.07625051244867,0.00016400502911108287,-0.28112272268226113
10,46,-14.406801957615746,0.00016274435919070722,-1.2971964817364647
10,47,54.04458654657361,0.0001647754098939028,-1.0664514192709469
10,48,-154.4457892278385,0.00016605612826279682,-1.7679410856077786
10,49,552.7003722568434,0.0001559784798548844,0.6274160864561675
11,0,-457.0921311671696,0.00017202162754920201,-2.793110884641649
11,1,-436.7750942860677,0.00017110405678471522,-2.7254740912350237
11,2,-57.6881996330192,0.0001709425808915246,-1.456694626967189
11,3,-338.9350281700301,0.00017186957906645915,-2.3992389132919403
11,4,-183.28219813578724,0.0001719036793081331,-1.8784702328791805
11,5,-136.97041442524483,0.00017221646541546275,-1.723107487919871
11,6,-361.1866777755909,0.00017468969919940238,-2.4735095683427843
11,7,-483.0431301901043,0.00017373178624110843,-2.8794494647563895
11,8,-460.645596118926,0.00016947714950421043,-2.804936793590892
11,9,-436.3612548442926,0.00017206889402419318,-2.724096005825952
11,10,-353.0678766924264,0.00017206775302836742,-2.446416098179604
11,12,-200.89920431196666,0.00017167322587770845,-1.9375200414257385
11,13,-690.2500367410584,0.00017244551280428425,-3.5666341914590878
11,14,-218.71297360741622,0.00017205407013790632,-1.9972012391835277
11,15,-302.26236943960726,0.0001702322246529312,-2.2767377507534183
11,16,-175.38477205180985,0.0001726204248192813,-1.851990154190955
11,17,-362.42426838735395,0.0001711631980777454,-2.4776390469470972
11,18,-579.6092617724581,0.00017506554468184357,-3.2001890462345117
11,19,-766.2565762389635,0.0001754399855759542,-3.817718303341787
11,20,-446.44544611048246,0.00017276476697542745,-2.7576719795828755
11,21,-232.59431870668024,0.0001714416807375084,-2.0436880805837765
11,22,-218.9729678071629,0.00017065821970500751,-1.998072084266215
11,23,-574.0229289749916,0.00017354724905138043,-3.181657352916069
11,24,-223.93188446425106,0.00016751405541758289,-2.014680717003301
11,25,-408.3003803288454,0.00017240625663843788,-2.6306173889511477
11,26,-217.56671786092912,0.00017494083255693824,-1.9933618078942867
11,27,-496.7013613239951,0.00017678289576013474,-2.9248658041004933
11,28,-328.76105105105427,0.00017342073160864563,-2.3652658646106706
11,29,-130.57142691573927,0.00017120926956292056,-1.7016256901254372
11,30,-437.6966889661339,0.00017435029407488308,-2.728542946342075
11,31,-77.29168328182872,0.00017081261479310206,-1.52262057382916
11,32,-214.85106997639448,0.0001720203057530405,-1.9842651647960547
11,33,-468.4986424011723,0.0001738265178285796,-2.831067648615408
11,34,-315.4291077558113,0.0001739342581898402,-2.320733690600088
11,35,-504.1547306090954,0.00017175540935517538,-2.949642640144143
11,36,-375.0614865350746,0.00017474530585774182,-2.5197979022473938
11,37,-218.21454930981557,0.00017300407542254406,-1.9955317606682867
11,38,-457.83036430345106,0.000172064449472343,-2.795567813424201
11,39,-296.0222759632742,0.00017424202174388161,-2.2558814074629274
11,40,-326.79045942937074,0.0001701575430763574,-2.3586845746319156
11,41,-534.1686204278649,0.0001723408682589289,-3.049365387352176
11,42,-612.8529404725023,0.00017105908555416406,-3.310410481519301
11,43,-396.3213900816545,0.00017335742825118342,-2.5906904906079067
11,44,-53.1540490752541,0.00016956507195014852,-1.4414415292350022
11,45,-241.3469103080511,0.0001711372925754345,-2.072990551063337
11,46,-469.95618710141156,0.0001734544936400052,-2.8359169883210584
11,47,-319.7353996037509,0.0001715922259088116,-2.3351195679986256
11,48,-115.30476453001803,0.00017225154592696764,-1.6503598176928784
11,49,-491.83229735466483,0.00017550880510730393,-2.9086771272781586
12,0,-91.83164927663061,0.0001224723600726561,-1.3655683774204193
12,1,-115.84142634711888,0.00012205807492275236,-1.4462535710369784
12,2,-162.83083642534166,0.00012172075609039467,-1.6039845076260386
12,3,-315.17449063235864,0.00012286327045172608,-2.113743867510924
12,4,-64.27944470884154,0.00012085798732816702,-1.2729031335635108
12,5,-352.0699856686161,0.00012500552137229633,-2.2368277051780106
12,6,-388.0435760454841,0.00012510411378970676,-2.35669562487742
12,7,-294.225424949179,0.00012467567378115384,-2.043792717189323
12,8,-92.27663509472363,0.00011976196224752375,-1.367064316982964
12,9,-253.25574794068763,0.00012350056219540575,-1.9068551740028998
12,10,-267.43671012576357,0.0001227766314629766,-1.954274064148744
12,11,-364.5629123673683,0.00012448528458673298,-2.2784712282631983
12,13,-469.16033060147845,0.000122916119634325,-2.626474808156492
12,14,-466.79612328874884,0.00012359074298315064,-2.618621938128395
12,15,-329.1840025557682,0.0001240366197713091,-2.1604969326021832
12,16,-194.62086829823954,0.00012314997900847056,-1.710561842521805
12,17,-331.1329844137273,0.00012073442844503192,-2.16699948381311
12,18,-226.49177135595227,0.00012266166184495155,-1.8173022478677843
12,19,-278.90629175620836,0.00012228166656259696,-1.992610831895154
12,20,-369.3996008485117,0.00012279422489299975,-2.294589198182711
12,21,-249.9060098481698,0.00012208510004916708,-1.8956510488609144
12,22,-357.16948630026786,0.0001227233962580449,-2.2538282383435218
12,23,-422.4495100963751,0.0001227980911680559,-2.471209908398338
12,24,-278.30242070298607,0.00012354606880352338,-1.9905927593205206
12,25,-356.6547120848252,0.00012172577653583955,-2.2521122288996294
12,26,-246.09680462928327,0.00011946862157841317,-1.8829086548593283
12,27,-104.57238825878453,0.00012105582019801819,-1.4083914560835777
12,28,-292.8081412477891,0.0001219346722787885,-2.0390585632050864
12,29,-392.5718043149059,0.00012458826009058359,-2.3717743328467273
12,30,-443.72818702766995,0.0001245733296689543,-2.5419685764286237
12,31,-322.50162545363673,0.00012316459681562246,-2.1381988733493915
12,32,-240.34869430055062,0.00012297103905021032,-1.8636773877320167
12,33,-256.2841859228692,0.00012304001403746318,-1.916983592065959
12,34,-411.8697814011613,0.00012278508888153788,-2.436010642459694
12,35,-375.8971941710429,0.0001256784983814589,-2.316238082530712
12,36,-172.31177622480965,0.00012156317948979796,-1.6357809938459758
12,37,-273.66102649769493,0.00012445099027559245,-1.9750804162108513
12,38,-285.9342567974809,0.0001242081256062722,-2.0160946775367603
12,39,-280.298557673589,0.00012354769302292814,-1.9972634875794368
12,40,-387.1993921019317,0.00012559491952811365,-2.353884303241501
12,41,-129.66867725637653,0.00012065315457702681,-1.492692383098626
12,42,-322.4690729651188,0.00012428406156474896,-2.1380902390363348
12,43,-365.55079718944967,0.00012377885536208355,-2.2817634981688983
12,44,-314.3048846780487,0.00012170347386258246,-2.1108410942388653
12,45,-347.289588051082,0.00012274488704204435,-2.220888456060017
12,46,-227.42100932363445,0.00012229435032909937,-1.8204127805687111
12,47,-205.33465577327132,0.00012167279070353858,-1.7464559881371466
12,48,-296.9324715811962,0.00012130279940527651,-2.05283447111517
12,49,-302.3283410119064,0.0001223155492989098,-2.070854774391167
13,0,-166.86133323256686,3.628256387193341e-05,-1.1423583989257824
13,1,-107.10511484162468,3.666751234137659e-05,-0.9416953237793748
13,2,-20.954993219127353,3.59289578903122e-05,-0.6511835831017514
13,3,-116.70603495776847,3.6493150299325826e-05,-0.9739820464709942
13,4,-182.7329454975653,3.695406163364825e-05,-1.1955396742473448
13,5,-139.2167378344597,3.6732205232615055e-05,-1.0496128881685847
13,6,-17.195641009248565,3.637953465709715e-05,-0.638473611044039
13,7,-140.1045730156271,3.633910031641856e-05,-1.0525938039639218
13,8,-157.59335482326193,3.6769011944376674e-05,-1.1112815019229798
13,9,-105.89968031466272,3.7028150343858706e-05,-0.9376403343930353
13,10,-26.23128515023582,3.5513343951845084e-05,-0.6690175217075784
13,11,-109.14857653530957,3.6332639111891695e-05,-0.9485687300191095
13,12,-162.22362742172893,3.621757285171354e-05,-1.1268095640888067
13,14,34.02609668643542,3.5307608596983376e-05,-0.46502309635371136
13,15,-180.79222313745598,3.717971166118089e-05,-1.1890394780465394
13,16,-178.37349163392562,3.645827766584095e-05,-1.1809372328227186
13,17,-53.52169397258153,3.6451761072682985e-05,-0.761172986464352
13,18,-249.7111189147175,3.683437970019617e-05,-1.419427362119651
13,19,-41.4873988174498,3.789587712933904e-05,-0.7205528967028131
13,20,-149.49204878349693,3.640471161759466e-05,-1.0841030262584943
13,21,-156.5493890021235,3.6523539847620934e-05,-1.1077798900050668
13,22,-90.44515886710904,3.592904421662207e-05,-0.8856275908495779
13,23,-128.905007205697,3.715665670263813e-05,-1.0149799813085743
13,24,-106.95449068621825,3.66329237794001e-05,-0.9411886510337963
13,25,-108.12199557853846,3.682184329013436e-05,-0.945115814021116
13,26,-93.90711654184985,3.7320178168602764e-05,-0.897282951842192
13,27,-118.50319995391605,3.6398502835427525e-05,-0.9800237116804253
13,28,-201.81582758993838,3.638049878830255e-05,-1.2594164843555231
13,29,-125.91511201835891,3.7296651794190266e-05,-1.0049342950047484
13,30,-76.37127661710831,3.712292568981752e-05,-0.8382211967436273
13,31,-146.40799867618014,3.65329592715512e-05,-1.0737532387751776
13,32,-122.74343944663931,3.660347064716917e-05,-0.994275969054751
13,33,-134.07150151210408,3.616597559176449e-05,-1.032334703166472
13,34,-33.13017002640508,3.593303844757244e-05,-0.6923276662300111
13,35,-154.02331828024404,3.6384362212822015e-05,-1.099306212731598
13,36,-21.428006496184175,3.578840802303219e-05,-0.6527825958017963
13,37,28.631672786624478,3.6281701107259163e-05,-0.48331428274958366
13,38,-164.15804842118197,3.6656775926480805e-05,-1.1332956023340648
13,39,-35.53530870138714,3.642799792928714e-05,-0.7004520377426556
13,40,-40.71739192553298,3.757942033571571e-05,-0.7179528873065304
13,41,-120.4131027260997,3.655406734074217e-05,-0.9864436912495127
13,42,-85.48148449271018,3.6547856376804927e-05,-0.8689123555658436
13,43,-198.1248732091108,3.654188420140927e-05,-1.2470671188228468
13,44,-154.51366406170158,3.612030070179911e-05,-1.1009511689170477
13,45,-151.06236123711406,3.656664511813722e-05,-1.0893721433842032
13,46,-48.52243838552286,3.643418926859502e-05,-0.7443021116192464
13,47,-21.86762448816112,3.599172309609622e-05,-0.6542686772535942
13,48,-110.11582215352819,3.586570718415975e-05,-0.9518218844014248
13,49,-139.38709658075976,3.649303446150345e-05,-1.0501848812356651
14,0,-291.5755910805493,0.00015177083032769055,-2.166957016448431
14,1,-291.3015543701786,0.00015364612282259824,-2.1660411284395824
14,2,-379.6704559427781,0.00015231800503205661,-2.461018665461947
14,3,-269.1843428693453,0.0001514407267708827,-2.092097288219099
14,4,11.4664405100002,0.00014885833960366114,-1.1497805773364054
14,5,-516.6496034584969,0.00015066744378670297,-2.9167861657442433
14,6,-122.56519838838534,0.0001494860442824771,-1.6007375726064055
14,7,-324.4163893103956,0.00015069848049357115,-2.2766662108671945
14,8,-413.2309967340365,0.00014902219973547706,-2.5728498060056
14,9,-69.71051729342861,0.00014960828764258165,-1.4231083258984563
14,10,-407.4188861176453,0.0001508320852832661,-2.5534902605534606
14,11,-565.2400177844437,0.00015027461372279802,-3.0780271176089498
14,12,-143.8983037267268,0.00015079098881457315,-1.6723570204101503
14,13,-280.74921978718777,0.00015105611821466226,-2.1307675987556305
14,15,-267.87410361621954,0.00014788873489382436,-2.087715347040159
14,16,-129.97079103594865,0.00014841999319405562,-1.625604492056468
14,17,25.654685563301143,0.00014830925016140286,-1.101943697561518
14,18,-646.1119266539703,0.00015222824624021368,-3.345883375138169
14,19,164.67164523216883,0.00014797498093096332,-0.632222199969504
14,20,-261.40624482030034,0.00014789677015157116,-2.066081968304631
14,21,-288.91740624838746,0.00014960500847355086,-2.1580725059978274
14,22,-489.9829701668098,0.0001527275942849803,-2.828199807454935
14,23,-261.93548820881875,0.000153491673419346,-2.067852304791608
14,24,-225.19308490352694,0.0001507500962791334,-1.944884702665132
14,25,-198.41645041269834,0.0001470948390793114,-1.8551894567199698
14,26,-130.11136745061214,0.00015087613552152977,-1.6260764773067318
14,27,-38.674659918866276,0.00014948950898039677,-1.3186824922081593
14,28,-144.42012954369602,0.00015089228659105573,-1.6741083528959237
14,29,-152.8304471246205,0.00015008210827956677,-1.7023311934603007
14,30,-344.94206031129715,0.00015385905667729605,-2.3451829995961937
14,31,-373.988618202849,0.00014876738025358254,-2.4420748988638574
14,32,-207.31055179191594,0.00014995303735000276,-1.8849900760544394
14,33,-129.02664815148546,0.00014821398491453978,-1.6224344842588807
14,34,-318.61619609492635,0.00015042394423816742,-2.257297316816012
14,35,-265.00752895892026,0.00015156637023008463,-2.078127857334369
14,36,-57.10602464209536,0.00014922938832797442,-1.3807092072431253
14,37,-303.9102427555091,0.0001524958223705675,-2.208174621868322
14,38,-177.62695095823562,0.00015197550289499523,-1.7855028407251625
14,39,-450.4493714969952,0.00015139882264956765,-2.696743905238652
14,40,-170.68949131111378,0.0001508394970623482,-1.762239298316004
14,41,-135.00777068907146,0.0001489761536125094,-1.6425149815560238
14,42,-428.2007161144566,0.00015092289148892554,-2.622697556432387
14,43,6.244060240522614,0.00014909393559738867,-1.1673834646960335
14,44,-271.5660215211979,0.00015031479590123218,-2.10006211559539
14,45,-39.97116714992173,0.00014785698912576727,-1.3230466558247909
14,46,-106.99571654518236,0.00014837951098242683,-1.5484405485883141
14,47,-170.71229885151433,0.0001510293737322282,-1.7623157868293895
14,48,-161.64241539773502,0.00014802848063823443,-1.7318946857200221
14,49,-456.04179045502923,0.00015205902466235957,-2.7153487375606797
15,0,-283.758076578454,3.14526866028473e-05,-1.491614850185883
15,1,-289.07761937755595,3.146471266809377e-05,-1.509313038371876
15,2,-78.93707582461886,3.0897571399037385e-05,-0.8056774312206902
15,3,-214.1289154745657,3.083409212652016e-05,-1.259410766387683
15,4,-228.83341713466234,3.102944659834578e-05,-1.3085327846637185
15,5,-221.67711088635494,3.114115957923816e-05,-1.2846319859046316
15,6,-204.20355605080758,3.123571891563509e-05,-1.226228509108355
15,7,-304.3393861682131,3.118892416985248e-05,-1.560056071586866
15,8,-212.42441164905438,3.132373484667685e-05,-1.2537137649762706
15,9,-165.73171592472718,3.1844751688689675e-05,-1.0974163291770886
15,10,-149.16003758514498,3.081148341269937e-05,-1.0418357877711584
15,11,-167.9312249388138,3.1235010567397e-05,-1.1047890722879028
15,12,-272.9032698036333,3.114292157933614e-05,-1.4554823169082676
15,13,-192.3311870570287,3.107936744640052e-05,-1.1865100845693108
15,14,-241.76059878568714,3.1193765103227116e-05,-1.3516801782621308
15,16,-97.81146473214778,3.090665159808355e-05,-0.8692525248343831
15,17,-126.77046679997233,3.1205489044006656e-05,-0.9666516003595185
15,18,-215.25030630836298,3.076800653767678e-05,-1.2631584857300173
15,19,-122.6748166045017,3.1463049675617576e-05,-0.9528871204352826
15,20,-225.56771167061805,3.0438132151063586e-05,-1.2976272313157486
15,21,-84.15725562386126,3.0816720385367384e-05,-0.8232681287526066
15,22,-41.20433496315781,3.088848314933e-05,-0.6783583226350345
15,23,-127.58759395531459,3.0914140589304476e-05,-0.969397347451691
15,24,-217.07211402358692,3.105613287653862e-05,-1.269246458609949
15,25,-219.3169114548915,3.1206260223537365e-05,-1.2767469929707007
15,26,-231.16301599655665,3.094401451772214e-05,-1.3163109266338124
15,27,-214.7705027856262,3.1024778183470326e-05,-1.2615550011177743
15,28,-262.41104123111677,3.134944606063728e-05,-1.4205331966012769
15,29,-141.74200059322797,3.0837051417406516e-05,-1.0169375694074452
15,30,-70.08324128969085,3.029566054549059e-05,-0.7758292285201316
15,31,-281.5150946685347,3.128796396211141e-05,-1.4841506368471564
15,32,-220.26066905501438,3.073760016945236e-05,-1.279900053281473
15,33,-239.02525927713236,3.207876617670863e-05,-1.342553276414739
15,34,-94.70274705889625,3.077521167693509e-05,-0.8587864585435786
15,35,-150.6335249199632,3.134461614077629e-05,-1.0467801012501547
15,36,-130.99742764614797,3.09139427793739e-05,-0.9808537230449403
15,37,-192.97227917677083,3.104497241105759e-05,-1.188655576540179
15,38,-131.50051737288314,3.0390915519436783e-05,-0.9825438015188303
15,39,-181.60277817007662,3.096014131942887e-05,-1.1505934731748395
15,40,-290.5115778726786,3.161459892654841e-05,-1.514082818357236
15,41,-171.18010636902116,3.0820007259803456e-05,-1.1156774648370664
15,42,-234.67035744103768,3.150504411458883e-05,-1.3280192167854645
15,43,-286.9406671402859,3.182676140640873e-05,-1.5022040856518917
15,44,-252.08280687770213,3.0794188074725895e-05,-1.3861077985756451
15,45,-224.6864343576618,3.0965009751098786e-05,-1.2946838971470982
15,46,-164.11073847218577,3.090812734792726e-05,-1.091982176669731
15,47,-112.87815448002885,3.0400798305184524e-05,-0.9199487689347687
15,48,-270.6157025576459,3.14415093355281e-05,-1.4478645063884632
15,49,-388.0165398881659,3.0581002231909974e-05,-1.8373923727188237
16,0,-13.411452406713561,0.00010421017861794656,-1.0323447744584988
16,1,43.782182014040316,0.00010273581641572383,-0.8393482614022767
16,2,10.77679254060196,0.0001019487788380714,-0.9507686703539105
16,3,-196.52054172362267,0.0001048019949546733,-1.6477239776368697
16,4,-75.42979771871873,0.00010288809049116871,-1.2411994696757893
16,5,106.53819059975709,0.00010098038877318441,-0.6271501683446067
16,6,-123.67913024844974,0.00010204875817988889,-1.4033818346336324
16,7,128.4929624428896,0.00010347563084540187,-0.5528070461860641
16,8,-41.72772593901885,0.00010301348813004921,-1.1277579096810146
16,9,4.916738899818598,0.0001023343458226047,-0.9705381457534068
16,10,-207.05739783578935,0.0001043206080495319,-1.6830191733571058
16,11,43.28597676228884,0.00010298673535522778,-0.8410242875415279
16,12,14.40335071196054,0.00010253835877806497,-0.9385321462527012
16,13,127.21537271885688,0.00010411850164217118,-0.5571347371517019
16,14,52.11859841635463,0.00010301571768419109,-0.8111862318919181
16,15,-60.27747702670426,0.00010222159308732068,-1.1902126183487414
16,17,113.67587978792844,0.00010072000785316717,-0.6029866649492754
16,18,33.74474376968256,0.00010068746415391958,-0.8732460988111466
16,19,-60.57650698685819,0.00010336922025400313,-1.191219093518377
16,20,9.987103612320492,0.0001027955598324097,-0.9534329937839003
16,21,185.85577222498858,0.00010312066017461496,-0.35830243469798095
16,22,0.4113547265713695,0.0001026131420505644,-0.9857348373038145
16,23,69.3728275278195,0.0001016196583984495,-0.7528727683139713
16,24,-209.9747529042353,0.000103669370240305,-1.692789169719557
16,25,-16.100249515280964,0.00010224874818566071,-1.0414087501598872
16,26,35.57126697920791,0.00010317504351063346,-0.8670785331421103
16,27,251.6809677846167,9.978874663042058e-05,-0.1346325041469395
16,28,107.8416584915181,0.00010356493812801853,-0.6227379248461926
16,29,116.05993722526529,0.00010159152052996334,-0.5949145118580257
16,30,-77.08794031494577,0.00010277180759233872,-1.246777452519436
16,31,-100.99290354860702,0.00010481635433165162,-1.327158785364407
16,32,84.34856376446567,0.00010383764524242994,-0.7022321184978353
16,33,-29.240045949302257,0.00010402029756624675,-1.0856913202721203
16,34,-69.21686638603916,0.00010289409612965118,-1.2202964133731469
16,35,-64.79645409655782,0.00010479033030170297,-1.2054215055852389
16,36,-67.57456959329416,0.00010387639993590416,-1.2147702629732549
16,37,-146.5307051801501,0.00010570417462183579,-1.4801011484003697
16,38,-63.251305343887196,0.00010305181386421218,-1.2002214772627056
16,39,181.7663174912334,0.00010295374270488384,-0.37218149790229993
16,40,-46.84026979046053,0.00010401351458034819,-1.1449751301468054
16,41,-190.01560604007216,0.00010294477461152371,-1.625928145676863
16,42,22.333546804034402,0.00010236499049792486,-0.9117692891399842
16,43,-169.74937894572736,0.00010589179985192141,-1.5579919824338122
16,44,-16.88752897106765,0.00010229503422722385,-1.0440625247316704
16,45,10.421249771394653,0.00010370332974434383,-0.951968241312552
16,46,-69.6452243594123,0.00010310153527649992,-1.221737740862435
16,47,10.984252510159177,0.00010169183019521783,-0.9500687114397688
16,48,-27.605881763643673,0.0001028675722662524,-1.0801850798244845
16,49,12.470296618372286,0.00010474440604507477,-0.9450547335776591
17,0,-87.76511189896642,9.494326233299796e-05,-1.2208170149425506
17,1,-66.58584065782871,9.811544600689631e-05,-1.1495606904370936
17,2,-266.8595766908696,9.790073066345507e-05,-1.8211885328770583
17,3,-208.13432817285343,9.800452972959003e-05,-1.6247559279762052
17,4,-123.95692742697152,9.634925501905421e-05,-1.342455840170757
